city,date,aqi,quality_level,pm25,pm10,no2,so2,co,o3
广州,2026-03-12,46.0,excellent,27.0,43.0,37.0,6.0,0.65,62.0
广州,2026-03-13,77.0,good,27.0,47.0,31.0,6.0,0.52,107.0
广州,2026-03-14,80.0,good,24.0,47.0,27.0,5.0,0.45,103.0
广州,2026-03-15,68.0,good,26.0,50.0,32.0,5.0,0.51,84.0
广州,2026-03-16,69.0,good,21.0,41.0,31.0,5.0,0.47,83.0
广州,2026-03-17,52.0,good,19.0,39.0,32.0,5.0,0.48,62.0
广州,2026-03-18,46.0,excellent,19.0,40.0,36.0,5.0,0.53,57.0
广州,2026-03-19,68.0,good,26.0,49.0,33.0,6.0,0.63,77.0
广州,2026-03-20,41.0,excellent,17.0,35.0,26.0,5.0,0.57,53.0
广州,2026-03-21,40.0,excellent,24.0,40.0,31.0,5.0,0.8,28.0
广州,2026-03-22,40.0,excellent,25.0,40.0,26.0,5.0,0.7,62.0
广州,2026-03-23,58.0,good,29.0,47.0,26.0,6.0,0.7,80.0
广州,2026-03-24,59.0,good,24.0,38.0,25.0,5.0,0.6,73.0
广州,2026-03-25,63.0,good,33.0,54.0,34.0,6.0,0.68,77.0
广州,2026-03-26,46.0,excellent,21.0,36.0,22.0,5.0,0.55,53.0
广州,2026-03-27,40.0,excellent,23.0,40.0,27.0,5.0,0.59,43.0
广州,2026-03-28,37.0,excellent,22.0,37.0,28.0,5.0,0.6,30.0
广州,2026-03-29,31.0,excellent,19.0,31.0,23.0,4.0,0.6,46.0
广州,2026-03-30,40.0,excellent,16.0,25.0,28.0,5.0,0.6,52.0
广州,2026-03-31,34.0,excellent,18.0,30.0,27.0,5.0,0.63,34.0
广州,2026-04-01,45.0,excellent,9.0,16.0,20.0,5.0,0.7,77.0
广州,2026-04-02,44.0,excellent,21.0,39.0,35.0,5.0,0.73,52.0
广州,2026-04-03,45.0,excellent,28.0,45.0,23.0,5.0,0.63,46.0
广州,2026-04-04,28.0,excellent,14.0,24.0,22.0,5.0,0.73,44.0
广州,2026-04-05,36.0,excellent,23.0,36.0,26.0,5.0,0.85,33.0
广州,2026-04-06,35.0,excellent,19.0,35.0,20.0,4.0,0.72,35.0
广州,2026-04-07,42.0,excellent,22.0,42.0,24.0,4.0,0.67,29.0
广州,2026-04-08,34.0,excellent,16.0,34.0,20.0,4.0,0.59,51.0
广州,2026-04-09,36.0,excellent,18.0,36.0,21.0,4.0,0.55,39.0
广州,2026-04-10,32.0,excellent,16.0,32.0,19.0,5.0,0.5,35.0
广州,2026-04-11,39.0,excellent,21.0,39.0,19.0,5.0,0.52,41.0
广州,2026-04-12,31.0,excellent,16.0,31.0,17.0,4.0,0.5,36.0
广州,2026-04-13,29.0,excellent,14.0,29.0,18.0,5.0,0.49,38.0
广州,2026-04-14,28.0,excellent,15.0,28.0,22.0,4.0,0.53,25.0
广州,2026-04-15,29.0,excellent,14.0,29.0,22.0,4.0,0.51,30.0
广州,2026-04-16,29.0,excellent,16.0,29.0,22.0,4.0,0.54,32.0
广州,2026-04-17,40.0,excellent,18.0,29.0,27.0,4.0,0.67,60.0
广州,2026-04-18,50.0,excellent,27.0,39.0,28.0,5.0,0.79,74.0
广州,2026-04-19,88.0,good,38.0,56.0,36.0,6.0,0.86,111.0
广州,2026-04-20,78.0,good,30.0,41.0,20.0,5.0,0.72,87.0
广州,2026-04-21,40.0,excellent,19.0,30.0,19.0,5.0,0.58,56.0
广州,2026-04-22,36.0,excellent,17.0,29.0,16.0,5.0,0.54,53.0
广州,2026-04-23,28.0,excellent,10.0,19.0,22.0,4.0,0.68,22.0
广州,2026-04-24,26.0,excellent,11.0,17.0,21.0,5.0,0.63,34.0
广州,2026-04-25,44.0,excellent,20.0,31.0,26.0,5.0,0.65,68.0
广州,2026-04-26,82.0,good,30.0,48.0,31.0,5.0,0.75,101.0
广州,2026-04-27,81.0,good,24.0,41.0,25.0,6.0,0.69,93.0
广州,2026-04-28,42.0,excellent,18.0,34.0,26.0,5.0,0.64,56.0
广州,2026-04-29,28.0,excellent,9.0,16.0,18.0,5.0,0.61,46.0
广州,2026-04-30,44.0,excellent,7.0,12.0,15.0,5.0,0.52,80.0
广州,2026-05-01,57.0,good,14.0,24.0,19.0,5.0,0.55,89.0
广州,2026-05-02,51.0,good,17.0,33.0,18.0,5.0,0.59,77.0
广州,2026-05-03,37.0,excellent,10.0,19.0,14.0,5.0,0.56,60.0
广州,2026-05-04,38.0,excellent,16.0,26.0,18.0,6.0,0.63,62.0
广州,2026-05-05,30.0,excellent,20.0,28.0,22.0,5.0,0.58,48.0
广州,2026-05-06,34.0,excellent,21.0,31.0,27.0,5.0,0.68,48.0
广州,2026-05-07,52.0,good,18.0,33.0,29.0,5.0,0.62,68.0
广州,2026-05-08,32.0,excellent,14.0,24.0,26.0,5.0,0.68,36.0
广州,2026-05-09,26.0,excellent,13.0,19.0,18.0,5.0,0.7,43.0
广州,2026-05-10,38.0,excellent,24.0,35.0,26.0,5.0,0.78,56.0
广州,2026-05-11,62.0,good,33.0,51.0,32.0,5.0,0.86,79.0
广州,2026-05-12,69.0,good,29.0,45.0,26.0,5.0,0.82,86.0
广州,2026-05-13,48.0,excellent,14.0,27.0,23.0,5.0,0.68,52.0
广州,2026-05-14,28.0,excellent,8.0,19.0,17.0,5.0,0.56,36.0
深圳,2026-01-01,50.0,excellent,30.0,50.0,18.0,7.0,0.66,75.0
深圳,2026-01-02,41.0,excellent,11.0,22.0,12.0,7.0,0.61,71.0
深圳,2026-01-03,40.0,excellent,17.0,32.0,17.0,7.0,0.59,68.0
深圳,2026-01-04,59.0,good,30.0,54.0,33.0,7.0,0.7,82.0
深圳,2026-01-05,54.0,good,34.0,59.0,39.0,8.0,0.76,61.0
深圳,2026-01-06,41.0,excellent,23.0,37.0,14.0,7.0,0.66,63.0
深圳,2026-01-07,46.0,excellent,29.0,44.0,21.0,7.0,0.6,78.0
深圳,2026-01-08,46.0,excellent,19.0,34.0,25.0,8.0,0.53,74.0
深圳,2026-01-09,48.0,excellent,24.0,46.0,37.0,7.0,0.55,71.0
深圳,2026-01-10,69.0,good,34.0,63.0,55.0,7.0,0.71,60.0
深圳,2026-01-11,52.0,good,23.0,43.0,27.0,8.0,0.55,86.0
深圳,2026-01-12,74.0,good,39.0,79.0,47.0,7.0,0.73,93.0
深圳,2026-01-13,76.0,good,46.0,80.0,61.0,8.0,0.82,87.0
深圳,2026-01-14,62.0,good,28.0,49.0,37.0,7.0,0.68,82.0
深圳,2026-01-15,78.0,good,41.0,70.0,59.0,8.0,0.74,83.0
深圳,2026-01-16,70.0,good,37.0,61.0,56.0,8.0,0.78,82.0
深圳,2026-01-17,71.0,good,30.0,53.0,44.0,8.0,0.71,88.0
深圳,2026-01-18,68.0,good,28.0,49.0,29.0,8.0,0.67,99.0
深圳,2026-01-19,63.0,good,35.0,57.0,32.0,8.0,0.76,91.0
深圳,2026-01-20,49.0,excellent,24.0,46.0,20.0,7.0,0.67,72.0
深圳,2026-01-21,39.0,excellent,22.0,39.0,23.0,7.0,0.77,37.0
深圳,2026-01-22,40.0,excellent,21.0,40.0,22.0,6.0,0.76,29.0
深圳,2026-01-23,45.0,excellent,26.0,45.0,32.0,7.0,0.79,23.0
深圳,2026-01-24,59.0,good,42.0,64.0,41.0,8.0,0.89,61.0
深圳,2026-01-25,51.0,good,20.0,33.0,23.0,7.0,0.69,86.0
深圳,2026-01-26,48.0,excellent,19.0,36.0,35.0,7.0,0.73,64.0
深圳,2026-01-27,74.0,good,40.0,65.0,41.0,7.0,0.82,99.0
深圳,2026-01-28,71.0,good,31.0,48.0,22.0,6.0,0.9,87.0
深圳,2026-01-29,55.0,good,22.0,37.0,19.0,6.0,0.83,88.0
深圳,2026-01-30,38.0,excellent,21.0,38.0,28.0,6.0,0.82,54.0
深圳,2026-01-31,37.0,excellent,23.0,37.0,27.0,6.0,0.9,33.0
深圳,2026-02-01,32.0,excellent,14.0,24.0,19.0,6.0,0.96,54.0
深圳,2026-02-02,46.0,excellent,19.0,33.0,24.0,7.0,0.88,67.0
深圳,2026-02-03,48.0,excellent,27.0,47.0,29.0,7.0,0.79,75.0
深圳,2026-02-04,65.0,good,31.0,53.0,29.0,7.0,0.7,95.0
深圳,2026-02-05,54.0,good,23.0,39.0,43.0,6.0,0.65,55.0
深圳,2026-02-06,59.0,good,17.0,31.0,47.0,7.0,0.61,42.0
深圳,2026-02-07,41.0,excellent,22.0,39.0,30.0,6.0,0.72,59.0
深圳,2026-02-08,40.0,excellent,13.0,27.0,12.0,6.0,0.63,68.0
深圳,2026-02-09,42.0,excellent,19.0,38.0,16.0,6.0,0.5,74.0
深圳,2026-02-10,41.0,excellent,16.0,31.0,17.0,6.0,0.5,73.0
深圳,2026-02-11,47.0,excellent,18.0,32.0,23.0,6.0,0.51,70.0
深圳,2026-02-12,52.0,good,21.0,40.0,11.0,6.0,0.56,92.0
深圳,2026-02-13,63.0,good,21.0,39.0,19.0,6.0,0.59,95.0
深圳,2026-02-14,44.0,excellent,15.0,25.0,18.0,6.0,0.53,65.0
深圳,2026-02-15,32.0,excellent,10.0,22.0,15.0,6.0,0.5,40.0
深圳,2026-02-16,32.0,excellent,12.0,23.0,10.0,6.0,0.49,53.0
深圳,2026-02-17,35.0,excellent,23.0,35.0,6.0,7.0,0.6,57.0
深圳,2026-02-18,36.0,excellent,21.0,30.0,6.0,7.0,0.54,64.0
深圳,2026-02-19,42.0,excellent,27.0,39.0,9.0,6.0,0.6,71.0
深圳,2026-02-20,46.0,excellent,32.0,42.0,14.0,7.0,0.65,76.0
深圳,2026-02-21,54.0,good,30.0,41.0,12.0,7.0,0.61,87.0
深圳,2026-02-22,48.0,excellent,23.0,32.0,14.0,6.0,0.55,72.0
深圳,2026-02-23,48.0,excellent,26.0,43.0,15.0,7.0,0.56,77.0
深圳,2026-02-24,58.0,good,27.0,65.0,16.0,6.0,0.51,65.0
深圳,2026-02-25,44.0,excellent,23.0,44.0,20.0,7.0,0.53,49.0
深圳,2026-02-26,40.0,excellent,10.0,21.0,10.0,6.0,0.48,71.0
深圳,2026-02-27,34.0,excellent,16.0,27.0,14.0,7.0,0.55,63.0
深圳,2026-02-28,33.0,excellent,6.0,10.0,9.0,6.0,0.5,59.0
深圳,2026-03-01,32.0,excellent,6.0,12.0,8.0,6.0,0.5,57.0
深圳,2026-03-02,24.0,excellent,13.0,24.0,16.0,6.0,0.51,33.0
深圳,2026-03-03,18.0,excellent,6.0,11.0,11.0,5.0,0.71,28.0
深圳,2026-03-04,18.0,excellent,5.0,10.0,13.0,5.0,0.72,21.0
深圳,2026-03-05,28.0,excellent,8.0,14.0,13.0,5.0,0.69,41.0
深圳,2026-03-06,39.0,excellent,16.0,23.0,11.0,5.0,0.65,64.0
深圳,2026-03-07,45.0,excellent,20.0,38.0,15.0,6.0,0.64,77.0
深圳,2026-03-08,70.0,good,24.0,51.0,13.0,6.0,0.59,108.0
深圳,2026-03-09,66.0,good,24.0,47.0,15.0,6.0,0.58,95.0
深圳,2026-03-10,31.0,excellent,11.0,21.0,15.0,6.0,0.69,43.0
深圳,2026-03-11,34.0,excellent,20.0,31.0,21.0,6.0,0.62,58.0
深圳,2026-03-12,58.0,good,24.0,40.0,25.0,6.0,0.54,89.0
深圳,2026-03-13,82.0,good,20.0,44.0,13.0,6.0,0.4,126.0
深圳,2026-03-14,72.0,good,19.0,41.0,16.0,6.0,0.4,107.0
深圳,2026-03-15,62.0,good,20.0,40.0,15.0,6.0,0.45,103.0
深圳,2026-03-16,63.0,good,17.0,35.0,16.0,6.0,0.41,104.0
深圳,2026-03-17,48.0,excellent,14.0,33.0,14.0,5.0,0.4,76.0
深圳,2026-03-18,36.0,excellent,13.0,29.0,20.0,5.0,0.43,56.0
深圳,2026-03-19,38.0,excellent,16.0,32.0,30.0,5.0,0.48,44.0
深圳,2026-03-20,44.0,excellent,16.0,33.0,10.0,5.0,0.54,85.0
深圳,2026-03-21,48.0,excellent,19.0,35.0,11.0,5.0,0.56,91.0
深圳,2026-03-22,57.0,good,19.0,33.0,14.0,5.0,0.55,95.0
深圳,2026-03-23,45.0,excellent,23.0,35.0,25.0,5.0,0.6,69.0
深圳,2026-03-24,40.0,excellent,17.0,28.0,17.0,5.0,0.58,63.0
深圳,2026-03-25,46.0,excellent,24.0,38.0,29.0,6.0,0.6,57.0
深圳,2026-03-26,36.0,excellent,19.0,34.0,18.0,5.0,0.57,60.0
深圳,2026-03-27,44.0,excellent,21.0,42.0,14.0,4.0,0.6,74.0
深圳,2026-03-28,34.0,excellent,18.0,34.0,13.0,4.0,0.58,57.0
深圳,2026-03-29,41.0,excellent,18.0,32.0,11.0,4.0,0.58,71.0
深圳,2026-03-30,43.0,excellent,14.0,24.0,15.0,4.0,0.52,56.0
深圳,2026-03-31,32.0,excellent,19.0,32.0,17.0,4.0,0.53,36.0
深圳,2026-04-01,54.0,good,13.0,25.0,20.0,5.0,0.66,87.0
深圳,2026-04-02,56.0,good,14.0,32.0,12.0,4.0,0.61,92.0
深圳,2026-04-03,41.0,excellent,24.0,41.0,11.0,5.0,0.55,63.0
深圳,2026-04-04,30.0,excellent,20.0,30.0,20.0,5.0,0.64,33.0
深圳,2026-04-05,30.0,excellent,15.0,26.0,15.0,4.0,0.71,51.0
深圳,2026-04-06,31.0,excellent,15.0,31.0,12.0,4.0,0.56,37.0
深圳,2026-04-07,34.0,excellent,16.0,34.0,14.0,5.0,0.52,33.0
深圳,2026-04-08,42.0,excellent,15.0,36.0,10.0,4.0,0.5,77.0
深圳,2026-04-09,35.0,excellent,13.0,35.0,10.0,5.0,0.5,51.0
深圳,2026-04-10,26.0,excellent,13.0,26.0,10.0,5.0,0.45,36.0
深圳,2026-04-11,32.0,excellent,17.0,32.0,12.0,5.0,0.5,42.0
深圳,2026-04-12,25.0,excellent,12.0,25.0,9.0,5.0,0.5,40.0
深圳,2026-04-13,24.0,excellent,10.0,22.0,11.0,5.0,0.47,36.0
深圳,2026-04-14,21.0,excellent,11.0,21.0,12.0,5.0,0.49,29.0
深圳,2026-04-15,21.0,excellent,12.0,21.0,15.0,5.0,0.48,27.0
深圳,2026-04-16,24.0,excellent,12.0,21.0,15.0,5.0,0.49,34.0
深圳,2026-04-17,38.0,excellent,19.0,33.0,30.0,5.0,0.6,36.0
深圳,2026-04-18,75.0,good,40.0,56.0,28.0,5.0,0.79,109.0
深圳,2026-04-19,106.0,lightly_polluted,40.0,56.0,22.0,5.0,0.81,119.0
深圳,2026-04-20,83.0,good,30.0,40.0,15.0,5.0,0.71,112.0
深圳,2026-04-21,38.0,excellent,15.0,23.0,13.0,5.0,0.55,60.0
深圳,2026-04-22,34.0,excellent,14.0,23.0,12.0,5.0,0.48,52.0
深圳,2026-04-23,25.0,excellent,13.0,24.0,20.0,4.0,0.57,28.0
深圳,2026-04-24,24.0,excellent,7.0,14.0,16.0,4.0,0.56,42.0
深圳,2026-04-25,49.0,excellent,15.0,26.0,15.0,4.0,0.62,78.0
深圳,2026-04-26,68.0,good,22.0,35.0,18.0,4.0,0.67,88.0
深圳,2026-04-27,64.0,good,14.0,29.0,12.0,4.0,0.6,100.0
深圳,2026-04-28,46.0,excellent,12.0,29.0,11.0,4.0,0.53,71.0
深圳,2026-04-29,32.0,excellent,10.0,20.0,16.0,5.0,0.54,50.0
深圳,2026-04-30,50.0,excellent,7.0,16.0,13.0,5.0,0.51,88.0
深圳,2026-05-01,48.0,excellent,11.0,23.0,13.0,5.0,0.57,79.0
深圳,2026-05-02,59.0,good,15.0,31.0,9.0,4.0,0.59,100.0
深圳,2026-05-03,39.0,excellent,12.0,22.0,14.0,4.0,0.6,61.0
深圳,2026-05-04,44.0,excellent,13.0,24.0,11.0,5.0,0.63,75.0
深圳,2026-05-05,42.0,excellent,14.0,23.0,15.0,5.0,0.63,71.0
深圳,2026-05-06,37.0,excellent,9.0,16.0,12.0,5.0,0.61,68.0
深圳,2026-05-07,46.0,excellent,12.0,22.0,14.0,5.0,0.58,74.0
深圳,2026-05-08,44.0,excellent,19.0,34.0,22.0,5.0,0.63,68.0
深圳,2026-05-09,45.0,excellent,12.0,23.0,11.0,5.0,0.6,80.0
深圳,2026-05-10,53.0,good,19.0,38.0,13.0,5.0,0.6,93.0
深圳,2026-05-11,56.0,good,28.0,46.0,25.0,5.0,0.75,85.0
深圳,2026-05-12,66.0,good,19.0,30.0,22.0,5.0,0.78,87.0
深圳,2026-05-13,40.0,excellent,7.0,16.0,16.0,5.0,0.63,50.0
深圳,2026-05-14,22.0,excellent,5.0,16.0,12.0,4.0,0.54,33.0
杭州,2026-01-01,26.0,excellent,14.0,26.0,15.0,6.0,0.42,44.0
杭州,2026-01-02,70.0,good,51.0,63.0,17.0,7.0,0.59,53.0
杭州,2026-01-03,100.0,good,75.0,93.0,36.0,7.0,0.72,33.0
杭州,2026-01-04,112.0,lightly_polluted,85.0,110.0,58.0,7.0,0.86,6.0
杭州,2026-01-05,99.0,good,74.0,90.0,34.0,6.0,0.83,30.0
杭州,2026-01-06,86.0,good,64.0,80.0,29.0,6.0,0.75,33.0
杭州,2026-01-07,50.0,excellent,35.0,49.0,31.0,6.0,0.57,44.0
杭州,2026-01-08,58.0,good,41.0,64.0,39.0,8.0,0.62,40.0
杭州,2026-01-09,71.0,good,52.0,78.0,46.0,7.0,0.68,36.0
杭州,2026-01-10,60.0,good,36.0,70.0,35.0,7.0,0.56,51.0
杭州,2026-01-11,78.0,good,30.0,105.0,31.0,8.0,0.51,41.0
杭州,2026-01-12,62.0,good,33.0,73.0,44.0,7.0,0.6,28.0
杭州,2026-01-13,59.0,good,38.0,68.0,47.0,8.0,0.66,38.0
杭州,2026-01-14,74.0,good,48.0,81.0,59.0,8.0,0.75,33.0
杭州,2026-01-15,74.0,good,51.0,83.0,59.0,8.0,0.81,37.0
杭州,2026-01-16,114.0,lightly_polluted,86.0,126.0,76.0,8.0,0.94,36.0
杭州,2026-01-17,116.0,lightly_polluted,88.0,134.0,50.0,6.0,0.88,49.0
杭州,2026-01-18,80.0,good,53.0,109.0,34.0,6.0,0.7,48.0
杭州,2026-01-19,43.0,excellent,21.0,43.0,29.0,6.0,0.59,34.0
杭州,2026-01-20,30.0,excellent,19.0,30.0,19.0,6.0,0.53,44.0
杭州,2026-01-21,50.0,excellent,33.0,50.0,19.0,6.0,0.6,51.0
杭州,2026-01-22,55.0,good,39.0,54.0,31.0,7.0,0.59,40.0
杭州,2026-01-23,72.0,good,53.0,72.0,46.0,7.0,0.64,28.0
杭州,2026-01-24,100.0,good,75.0,101.0,57.0,8.0,0.75,35.0
杭州,2026-01-25,124.0,lightly_polluted,94.0,121.0,55.0,8.0,0.8,36.0
杭州,2026-01-26,64.0,good,46.0,65.0,40.0,6.0,0.76,16.0
杭州,2026-01-27,51.0,good,36.0,49.0,24.0,6.0,0.73,49.0
杭州,2026-01-28,74.0,good,54.0,86.0,35.0,7.0,0.76,47.0
杭州,2026-01-29,50.0,excellent,26.0,50.0,35.0,7.0,0.55,40.0
杭州,2026-01-30,39.0,excellent,18.0,39.0,24.0,6.0,0.59,53.0
杭州,2026-01-31,31.0,excellent,16.0,23.0,25.0,6.0,0.6,37.0
杭州,2026-02-01,40.0,excellent,28.0,39.0,24.0,6.0,0.71,37.0
杭州,2026-02-02,60.0,good,43.0,66.0,31.0,6.0,0.74,39.0
杭州,2026-02-03,95.0,good,71.0,104.0,40.0,7.0,0.79,49.0
杭州,2026-02-04,92.0,good,69.0,95.0,53.0,7.0,0.76,34.0
杭州,2026-02-05,99.0,good,74.0,102.0,64.0,7.0,0.88,11.0
杭州,2026-02-06,62.0,good,45.0,63.0,31.0,6.0,0.71,49.0
杭州,2026-02-07,28.0,excellent,19.0,28.0,17.0,6.0,0.47,48.0
杭州,2026-02-08,45.0,excellent,30.0,45.0,17.0,6.0,0.52,55.0
杭州,2026-02-09,38.0,excellent,25.0,38.0,29.0,6.0,0.55,46.0
杭州,2026-02-10,50.0,excellent,35.0,49.0,30.0,6.0,0.63,35.0
杭州,2026-02-11,62.0,good,45.0,69.0,22.0,6.0,0.72,52.0
杭州,2026-02-12,81.0,good,60.0,96.0,27.0,7.0,0.75,66.0
杭州,2026-02-13,86.0,good,64.0,95.0,29.0,7.0,0.83,43.0
杭州,2026-02-14,52.0,good,35.0,53.0,18.0,6.0,0.81,36.0
杭州,2026-02-15,50.0,excellent,35.0,50.0,15.0,6.0,0.78,61.0
杭州,2026-02-16,48.0,excellent,19.0,32.0,9.0,6.0,0.52,75.0
杭州,2026-02-17,65.0,good,47.0,61.0,8.0,6.0,0.55,60.0
杭州,2026-02-18,56.0,good,40.0,50.0,7.0,6.0,0.48,57.0
杭州,2026-02-19,51.0,good,36.0,45.0,12.0,6.0,0.55,46.0
杭州,2026-02-20,32.0,excellent,21.0,32.0,9.0,6.0,0.56,50.0
杭州,2026-02-21,39.0,excellent,17.0,29.0,10.0,6.0,0.48,63.0
杭州,2026-02-22,67.0,good,33.0,84.0,12.0,7.0,0.58,66.0
杭州,2026-02-23,92.0,good,28.0,135.0,10.0,6.0,0.38,80.0
杭州,2026-02-24,39.0,excellent,14.0,39.0,10.0,6.0,0.46,61.0
杭州,2026-02-25,34.0,excellent,22.0,34.0,11.0,6.0,0.49,65.0
杭州,2026-02-26,34.0,excellent,19.0,34.0,18.0,6.0,0.59,36.0
杭州,2026-02-27,22.0,excellent,8.0,15.0,18.0,6.0,0.83,27.0
杭州,2026-02-28,36.0,excellent,20.0,36.0,19.0,6.0,0.54,64.0
杭州,2026-03-01,39.0,excellent,21.0,39.0,23.0,6.0,0.59,40.0
杭州,2026-03-02,28.0,excellent,4.0,11.0,13.0,6.0,0.63,50.0
杭州,2026-03-03,47.0,excellent,33.0,39.0,15.0,6.0,0.65,59.0
杭州,2026-03-04,37.0,excellent,24.0,37.0,18.0,6.0,0.53,60.0
杭州,2026-03-05,50.0,excellent,30.0,50.0,21.0,6.0,0.52,50.0
杭州,2026-03-06,65.0,good,47.0,64.0,20.0,6.0,0.74,57.0
杭州,2026-03-07,56.0,good,40.0,61.0,18.0,6.0,0.62,77.0
杭州,2026-03-08,48.0,excellent,26.0,45.0,20.0,7.0,0.45,81.0
杭州,2026-03-09,47.0,excellent,29.0,47.0,21.0,7.0,0.53,74.0
杭州,2026-03-10,58.0,good,41.0,61.0,26.0,7.0,0.55,74.0
杭州,2026-03-11,55.0,good,38.0,60.0,34.0,7.0,0.55,68.0
杭州,2026-03-12,48.0,excellent,28.0,47.0,25.0,7.0,0.51,69.0
杭州,2026-03-13,66.0,good,48.0,68.0,29.0,7.0,0.61,72.0
杭州,2026-03-14,68.0,good,49.0,72.0,34.0,8.0,0.64,77.0
杭州,2026-03-15,62.0,good,45.0,73.0,33.0,7.0,0.7,59.0
杭州,2026-03-16,52.0,good,29.0,53.0,23.0,7.0,0.58,65.0
杭州,2026-03-17,61.0,good,44.0,67.0,32.0,6.0,0.68,38.0
杭州,2026-03-18,38.0,excellent,25.0,38.0,29.0,6.0,0.89,22.0
杭州,2026-03-19,62.0,good,45.0,60.0,23.0,6.0,0.74,71.0
杭州,2026-03-20,76.0,good,56.0,78.0,28.0,7.0,0.65,71.0
杭州,2026-03-21,52.0,good,37.0,55.0,26.0,7.0,0.53,75.0
杭州,2026-03-22,60.0,good,43.0,68.0,33.0,7.0,0.72,41.0
杭州,2026-03-23,50.0,excellent,33.0,50.0,28.0,7.0,0.72,50.0
杭州,2026-03-24,47.0,excellent,29.0,47.0,28.0,7.0,0.59,54.0
杭州,2026-03-25,46.0,excellent,32.0,46.0,25.0,6.0,0.7,70.0
杭州,2026-03-26,90.0,good,67.0,98.0,44.0,7.0,0.74,51.0
杭州,2026-03-27,38.0,excellent,24.0,36.0,25.0,6.0,0.54,59.0
杭州,2026-03-28,44.0,excellent,28.0,44.0,30.0,7.0,0.58,60.0
杭州,2026-03-29,60.0,good,27.0,46.0,26.0,7.0,0.65,82.0
杭州,2026-03-30,43.0,excellent,28.0,43.0,22.0,6.0,0.78,51.0
杭州,2026-03-31,45.0,excellent,18.0,29.0,16.0,6.0,0.63,85.0
杭州,2026-04-01,59.0,good,12.0,21.0,21.0,6.0,0.55,90.0
杭州,2026-04-02,54.0,good,28.0,53.0,32.0,6.0,0.68,76.0
杭州,2026-04-03,46.0,excellent,20.0,32.0,25.0,6.0,0.6,63.0
杭州,2026-04-04,42.0,excellent,14.0,27.0,17.0,6.0,0.58,69.0
杭州,2026-04-05,63.0,good,31.0,76.0,26.0,7.0,0.65,56.0
杭州,2026-04-06,71.0,good,38.0,92.0,24.0,7.0,0.72,84.0
杭州,2026-04-07,68.0,good,24.0,58.0,13.0,7.0,0.51,100.0
杭州,2026-04-08,51.0,good,12.0,37.0,21.0,8.0,0.46,77.0
杭州,2026-04-09,42.0,excellent,14.0,31.0,16.0,6.0,0.58,64.0
杭州,2026-04-10,50.0,excellent,21.0,39.0,16.0,6.0,0.68,81.0
杭州,2026-04-11,55.0,good,39.0,59.0,21.0,6.0,0.76,77.0
杭州,2026-04-12,42.0,excellent,21.0,37.0,20.0,6.0,0.55,70.0
杭州,2026-04-13,44.0,excellent,28.0,44.0,22.0,6.0,0.61,46.0
杭州,2026-04-14,34.0,excellent,21.0,34.0,24.0,6.0,0.74,37.0
杭州,2026-04-15,50.0,excellent,33.0,50.0,25.0,6.0,0.88,67.0
杭州,2026-04-16,45.0,excellent,31.0,45.0,28.0,6.0,0.68,49.0
杭州,2026-04-17,58.0,good,41.0,55.0,20.0,6.0,0.75,66.0
杭州,2026-04-18,57.0,good,37.0,52.0,24.0,6.0,0.72,75.0
杭州,2026-04-19,72.0,good,31.0,46.0,29.0,6.0,0.68,89.0
杭州,2026-04-20,75.0,good,37.0,60.0,25.0,6.0,0.68,79.0
杭州,2026-04-21,51.0,good,23.0,52.0,20.0,6.0,0.51,56.0
杭州,2026-04-22,26.0,excellent,10.0,17.0,21.0,6.0,0.65,29.0
杭州,2026-04-23,32.0,excellent,6.0,14.0,19.0,6.0,0.54,57.0
杭州,2026-04-24,58.0,good,20.0,40.0,24.0,7.0,0.52,84.0
杭州,2026-04-25,83.0,good,39.0,65.0,36.0,7.0,0.6,96.0
杭州,2026-04-26,83.0,good,34.0,62.0,27.0,7.0,0.6,102.0
杭州,2026-04-27,78.0,good,42.0,72.0,32.0,7.0,0.68,87.0
杭州,2026-04-28,55.0,good,35.0,60.0,25.0,6.0,0.65,73.0
杭州,2026-04-29,41.0,excellent,8.0,13.0,15.0,6.0,0.47,77.0
杭州,2026-04-30,55.0,good,17.0,26.0,17.0,6.0,0.5,86.0
杭州,2026-05-01,60.0,good,21.0,36.0,22.0,7.0,0.51,86.0
杭州,2026-05-02,53.0,good,28.0,46.0,31.0,7.0,0.59,61.0
杭州,2026-05-03,40.0,excellent,19.0,29.0,12.0,6.0,0.55,71.0
杭州,2026-05-04,48.0,excellent,12.0,24.0,19.0,6.0,0.46,71.0
杭州,2026-05-05,57.0,good,18.0,39.0,20.0,7.0,0.46,83.0
杭州,2026-05-06,72.0,good,18.0,38.0,18.0,7.0,0.43,100.0
杭州,2026-05-07,68.0,good,30.0,55.0,24.0,7.0,0.59,79.0
杭州,2026-05-08,48.0,excellent,12.0,24.0,13.0,7.0,0.39,87.0
杭州,2026-05-09,58.0,good,12.0,29.0,20.0,7.0,0.37,85.0
杭州,2026-05-10,64.0,good,19.0,38.0,24.0,7.0,0.45,84.0
杭州,2026-05-11,65.0,good,20.0,37.0,20.0,7.0,0.56,83.0
杭州,2026-05-12,75.0,good,24.0,40.0,20.0,7.0,0.61,94.0
杭州,2026-05-13,84.0,good,36.0,58.0,26.0,7.0,0.67,98.0
杭州,2026-05-14,46.0,excellent,16.0,28.0,18.0,6.0,0.54,60.0
